Judul,Deskripsi,Status,Link
"Keliru, Pemeriksaan Gula Darah Gratis dari Fakultas Kedokteran Bertujuan Menyebarkan Virus HIV AIDS","
Beredar pesan berantai berisi peringatan untuk tidak mengikuti pemeriksaan gula darah secara gratis dari fakultas kedokteran beredar di media sosial. Di WhatsApp, pesan berantai itu dibagikan dengan narasi bahwa pemeriksaan gula darah gratis tersebut bertujuan menyebarkan Virus HIV AIDS.
Berikut narasi lengkapnya:
Warning.... Perhatian jgn suka Cek2 darah yg di sebut Gratis atau tempat abal2,Hati2 Modus ini bisa terjadi... Waspadai para Guru /Kep.Sek serta Emak2 jangan Tergiur degan  Gratisan Cek Gula Darah. Ini WA dari Pangdam IX Udayana.
Assalamualaikum. Agar di WASPADAI!!!! ... Dan segera Melaporkan jika ada Org yg Mengaku dari Fakultas Kedokteran ingin Mengukur/Cek  Gula darah atau Pengambilan Sample darah ... Gratis ... Segera TOLAK dan LAPORKAN...Waspada Dokter Palsu. Harap Kesedian anda untuk Bantu Menangkap Mereka dengan Cepat jika Anda menemui Orang-orang yang Berkunjung di depan pintu Anda dan Mereka mengatakan, Mereka berasal dari Fakultas Kedokteran untuk Bantu Mengukur Gula darah secara GRATIS,Segera Informasikan kepada POLISI karena ORANG-ORANG itu adalah Orang yg ingin MENGHANCURKAN INDONESIA.  Mereka Berkunjung Dari Rumah ke Rumah untuk Menyebarkan VIRUS AIDS melalui Alat Suntik yang Mereka bawa,Kabar ini Berkembang setelah Warga Pasuruan, Jawa Timur banyak yang terinfeksi Virus AIDS setelah mendapat Cek Gula Darah Gratis dr Org yang mengaku dari Fakultas Kedokteran. Hal yang serupa pun terjadi di daerah Jogya,Ada beberapa Orang yang di duga Terinfeksi AIDS setelah melakukan  Suntik Cek Gula darah untuk Tes Gula darah yang sama di lakukan oleh Orangyang mengaku berasal dari Fakultas Kedokteran.Laporan Warga kepada Kantor ke Polisian pun makin Marak,Masyarakat di minta untuk lebih WASPADA dan segera MELAPOR kepada APARAT POLISI bila ada hal yang SAMA terjadi di Daerah Anda, agar Dapat segera di TANGKAP beserta Barang Buktinya ...Dan ini sdh terjadi di SDN PATAS Gerokgak Buleleng . Tetapi Para Guru Curiga karena Mrk Memaksa utk Mengambil Darah, dgn Alasan Mengecek Darah Murid2.Jangan LUPA segera minta KTP Mereka dan Laporkan secepatnya,Agar tidak timbul Korban lebih banyak lagi pada  Anak2,Saudara,Sahabat,Org2 di sekitar Kita ...
Tangkapan layar pesan berantai dengan klaim Pemeriksaan Gula Darah Gratis dari Fakultas Kedokteran Bertujuan Menyebarkan Virus HIV AIDS
Apa benar pesan beranti yang menyebutkan bahwa pemeriksaan gula darah secara gratis dari fakultas kedokteran bertujuan menyebarkan Virus HIV AIDS?",Salah [-],https://cekfakta.com/focus/9806
": Dabbah Telah Muncul, binatang Pesan Tanda Kiamat","“Ya Allah, Dabbah Telah Muncul? Binatang Pesan Tanda Kiamat ?”",Salah [Misleading Content],https://cekfakta.com/focus/9805
" “Presiden AS Menjemput PM Singapura, sementara Jokowi hanya Dijemput Dubes Indonesia untuk AS.”","“Presiden AS Menjemput PM Singapura, sementara Jokowi hanya Dijemput Dubes Indonesia untuk AS. Ada Apa?”

",Salah [Misleading Content],https://cekfakta.com/focus/9804
 Foto Warga Italia Buang Uang ke Jalan,"Cek Fakta Liputan6.com mendapati klaim foto warga Italia membuang uang ke jalan. Informasi tersebut beredar lewat aolikasi percakapan WhatsApp.

Klaim foto warga Italia membuang uang ke jalan berupa tangkapan layar uanggahan salah satu akun Facebook.

Unggahan tersebut menampilkan dua foto benda berbentuk lembaran putih persegi panjang berserakan di jalan. 

Foto yang pertama memperlihatkan benda seperti uang yang berserakan dengan latar belakang bangunan, sedangkan foto kedua menampilkan benda seperti uang yang berserakan dijalan dekat kendaraan berwarna merah.

Foto tersebut diberi keterangan sebagai berikut:

""ini baru kiamat kecil

harta yg selama ini mereka kumpulkan tiada artinya bagi mereka

ini di itali dimana masyarakat di sana kecewa karena hartanya (uang) tidak bisa menyelamatkan orang2 di cintainya maka dari itu mereka membuang uang2nya

Dunia sementara akhirat selamanya""",Salah [Misleading Content],https://cekfakta.com/focus/9803
 Foto “Gus Ragil dan Gus Yaqut”,"Akun Facebook Sugeng Rachmanto (fb.com/agunk.rch) pada 12 Mei 2022 mengunggah foto yang memperlihatkan Menteri Agama Yaqut Cholil Qoumas sedang bersama Ragil Mahardika dengan narasi sebagai berikut:

“Yang lagi viral dalam konten podcast Deddy Corbuzier beberapa waktu lalu….”

Di foto itu juga terdapat narasi: “Gus Ragil Kader Ansor Cab. Jerman” dan “Gus Yaqut Panglima tertinggi GP Ansor / Banser”",Salah [Manipulated Content],https://cekfakta.com/focus/9802
 Video “hackers enter indo TV”,"“hackers enter indo TV great very”

“hackers strongest on earth”.",Salah [Manipulated Content],https://cekfakta.com/focus/9801
 Pijatan Telapak Tangan untuk Sembuhkan Penyumbatan Jantung,"“Latihan yang ditunjukkan pria ini telah menyembuhkan dan menyelamatkan ribuan orang dari penyumbatan jantung ….! Sekarang videonya telah menjadi viral dan ribuan pasien jantung mencari klip ini. Jadi, tonton klip ini dan coba latihan ini. Beberapa orang mengklaim bahwa sakit punggung mereka hilang hanya dalam 7 hari ….!

Kerasa darah ngalir deras di leher dan punggung.
Semoga bermanfaat 🙏🏻”",Salah [Misleading Content],https://cekfakta.com/focus/9800
 Tulisan “ANIES TERLALU MURAH BUAT INDONESIA Oleh: Rhenald Kasali”,"Akun Facebook Selvesman SangPujangga (fb.com/warangbeach.warangbrach) pada 17 Mei 2022 mengunggah postingan yang berisi narasi sebagai berikut:

“*ANIES TERLALU MURAH BUAT INDONESIA*
Oleh: _Rhenald Kasali_
Anies dan JK boleh berjaya memainkan politik identitas di Jakarta, dan hasilnya adalah miniatur kerusakan massal yg di terima masyarakat Jkt, even yg tidak memilih Anies.”
“Sekarang dia mulai merangsek mau mencoba menguasai Indonesia dgn target yg sama, membuat Indonesia terluka.
Kita tahu manusia pandir ini disetir bohir yg berhaluan sama merampok Indonesia. Lapisan penjahat ini bukan hanya layer tipis, mereka bak sekam batubara yg tebal dan tak ada habisnya kalau bicara dana. Makanya satu² melawan mereka kita hrs pakai jiwa bukan cuma bicara.
Tekankan kepada keluarga, kolega, komunitas, dan kawan sepemahaman bahwa 2024 adalah pertaruhan Indonesia utk ada atau tinggal nama hancur luluh lantah hingga tak berbekas selain kesengsaraan akut bagi rakyatnya.
Orang² jenis ini adalah musuh kita, belum lagi paham yg menyusup via agama dgn target memecah persatuan dan kehancuran.
Kadang kita geram seolah negara hadir terlambat seperti ada pembiaran bagi mereka yg sudah jelas merusak. Kita kadang tak paham apa yg ditunggu utk menumpas para pengkhianat yg jelas berkeliaran dgn mulut penuh fitnah, tapi tetap saja mereka bebas. Sementara kita yg punya beban menjaga seolah dibiarkan jalan sendiri. Apa yg punya power sudah kalah pedulinya kepada anak bangsa daripada kita yg cari makanpun masih musiman.
Tapi kita tetap harus menjaga hati agar tidak sakit hati. Karena Indonesia berdaulat di tangan rakyat, bukan di tangan wakil rakyat yg tak merakyat atau bahkan pejabat yg cenderung jadi pengkhianat.
Mari kita jaga bersama NKRI dari kaum begundal busuk perampok dan perusak bangsa dgn topeng agama.
*(Shared by SIW)*
*_#NKRIButuhPemimpinPatriotSejatiBudiPekertiTerpujiTeruji_* “",Salah [Manipulated Content],https://cekfakta.com/focus/9799
 Pesan WhatsApp Wakil Gubernur Sulawesi Barat dengan Nomor “085855876371” Memberikan Donasi Kepada Masjid Dan Yayasan,"“Sebelumnya saya perkenalkan, saya Enny Anggraeni Anwar selaku Wakil Gubernur Sulawesi Barat mau menyampaikan atau menyurkan dana donasi berupa uang dari kegiatan amal peduli masjid dan yayasan yang dilakukan oleh Pemprov Sulawesi Barat di bulan Ramdhan ini,”.",Salah [Impostor Content],https://cekfakta.com/focus/9798
 Lowongan Kerja Dinas Kesehatan Kabupaten Karanganyar,"“DINAS KESEHATAN Kab. KARANGANYAR
MEMBUTUHKAN POSISI
STAFF VAKSINASI BOOSTER (MIN D3/S1)
STAFF KANTOR PELAYANAN KESEHATAN (SMA/SMK)
TATA USAHA UMUM
Info Lengkap CP 085785556489
Alamat Kantor :
Jl. Lawu No. 168, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah”.",Salah [Impostor Content],https://cekfakta.com/focus/9797
 Marshel Widianto Resmi Menikah Dengan Celine Evangelista,"“Celine Evangelista, Marshel Widianto Kini Telah Resmi Menikah 🤲”",Salah [Misleading Content],https://cekfakta.com/focus/9796
 Pesan Berantai Subsidi Biaya Komunikasi Rp 2 Juta dari PT Telkom Indonesia,"Beredar di media sosial pesan berantai yang menawarkan subsidi biaya komunikasi Rp 2 juta dari PT Telkom Indonesia. Pesan berantai itu ramai dibagikan sejak awal pekan ini.

Salah satu akun ada yang mengunggahnya di Facebook. Akun itu mengunggahnya pada 10 Mei 2022.

Dalam postingannya terdapat link website dengan logo Telkom Indonesia. Postingan tersebut disertai dengan narasi:

""Hadiah Anda adalah: 2000000 Rupiah, ikuti instruksi di halaman berikutnya untuk mengklaim hadiah Anda!

1. Bagikan dengan 5 grup/20 teman di Whatsapp (klik ikon 'Whatsapp"" di bawah)

2. Klik ""Lanjutkan"" dan klaim hadiah Anda.""",Salah [Fabricated Content],https://cekfakta.com/focus/9795
"Keliru, Menggoyangkan Tabung Gas Bisa Memicu Ledakan","
Video pendek yang menampakkan dua orang menjadi korban tabung gas LPG yang meledak, beredar di Whatsapp. Tempo menerima permintaan pembaca untuk memverifikasi video tersebut, 13 Mei 2022. 
Video itu bermula dari dua orang pria yang menggoyang-goyangkan tabung LPG berwarna abu-abu. Tak lama, tabung itu terlihat meledak.
“Silahkan lihat gambar dua orang ini sedang memperbaiki tabung gas yg mampet dengan cara digoyang-goyang akibatnya tabung meledak berkeping-keping termasuk tubuh dua orang hancur,” tulis narasi yang menyertai video. 
Tangkapan layar unggahan video dan pesan berantai yang mengklaim gas bisa meledak jika digoyang-goyangkan.",Salah [-],https://cekfakta.com/focus/9794
"Keliru, Letda Marinir Mohammad Ikbal Gugur Ditembak KKB Saat Sujud Salat Isya","
Kronologi gugurnya Letda Mohammad Ikbal saat diserang Kelompok Kriminal Bersenjata (KKB) Papua beredar di media sosial. Kronologis beredar dengan klaim bahwa Letda Mohammad Iqbal ditembak saat sujud sholat Isya.
Di Internet, informasi tersebut dimuat situs ini pada 5 Mei 2022 dengan judul, “Innalilahi wainnailaihi Rojiun ... Tragis Lettu Marinir Muhammad Ikbal Gugur Ditembak KKB Saat Sujud Sholat Isya.”
Tangkapan layar unggahan dengan klaim Letda Marinir Mohammad Ikbal Gugur Ditembak KKB Saat Sujud Salat Isya
Apa benar Letda Mohammad Iqbal Gugur Ditembak KKB saat Sujud Salat Isya?",Salah [-],https://cekfakta.com/focus/9793
 Anies Baswedan Mendapat Gelar Amirul Amanah dari Arab Saudi,"“Alhamdulillah ya Rabb, Gubernur Indonesia, Anies Baswedan mendapat gelar “Amirul Amanah” (Pemimpin yg Amanah) dari Saudi Arabia.”",Salah [False Context],https://cekfakta.com/focus/9792
 Nomor WhatsApp JNE +6281342393457 Menawarkan Layanan Rekening Bersama JNE-YES,"“CARA DAN PROSEDUR PENGGUNAAN REKBER JNE-YES

1.Penjual & pembeli sepakat menggunakan jasa Rekber JNE-YES
2.Pembeli men-transfer ke rekening Rekber JNE-YES berupa harga barang yg telah disepakati antara penjual & pembeli ditambah biaya jasa.
3.Pembeli melakukan konfirmasi ke pihak Rekber JNE-YES",Salah [Impostor Content],https://cekfakta.com/focus/9791
 Anies Baswedan Berkali-Kali Salah Mengucapkan Sumpah Jabatan,“Ayo…Salah nya Dimana Sampai Harus Diulang2… Sumpah jabatan nya”,Salah [Manipulated Content],https://cekfakta.com/focus/9790
 Video Arus Mudik Balik di Indonesia Perlihatkan Lampu Kendaraan Berwarna Merah Putih,Arus mudik balik setelah 2 tahun baru bisa mudik indonesia#mudik #xyzbca #fypgk #saleep_88 #fyp #foryoupage #fypシ,Salah [Misleading Content],https://cekfakta.com/focus/9789
 Cina Akan Ambil Alih Kalimantan Jika Indonesia Tidak Segera Membayar Utang,Sudah ada peringatan dari CHINA untuk INDONESIA agar segera membayar Hutang,Salah [Misleading Content],https://cekfakta.com/focus/9788
 “Pendakwah Gus Santos Barubasah: Sentuh Klitoris tiga Kali Dosa satu tahun Terampuni”,“Pendakwah Gus Santos Barubasah: Sentuh Klitoris tiga Kali Dosa satu tahun Terampuni”,Salah [Misleading Content],https://cekfakta.com/focus/9787
" “Ini foto Anies dan Syeikh Yusuf Al-Qaradhawi, pimpinan ISIS.”","“SEMUA ANTEK AMERIKA”

NARASI DALAM GAMBAR:

“Ini foto Anies dan Syeikh Yusuf Al-Qaradhawi, pimpinan ISIS.”",Salah [Misleading Content],https://cekfakta.com/focus/9786
" Konvoi Motor dengan Kaos Bertuliskan HARAM Dukung Anies Baswedan, Ruhut Sitompul: “tolong ya pilpres masih 2 ½ tahun lagi”","“Ngeri kali kata Anak Medan ini sich ngeri2 sedaaaaaaap, hey kalian tolong ya Pilpres masih 2 1/2 tahun lagi mohon sabar ya duduk diboncengan masing2 pasti nanti Indah pada Waktunya MERDEKA”.
",Salah [Manipulated Content],https://cekfakta.com/focus/9785
" Video “Sebelum tahanan ini di eksekusi mati, dia menulis surat untuk ibunya”","Akun Facebook Olke Keke Suak (fb.com/100027243374398) pada 29 April 2021 mengunggah sebuah video yang memperlihatkan foto seorang pria asing dalam baju tahanan dan narasi sebagai berikut:

“Sebelum tahanan ini di eksekusi mati, ia menuliskan sebuah surat yang ditujukan untuk ibunya”",Salah [Misleading Content],https://cekfakta.com/focus/9784
 Nomor WhatsApp BCA +61280034998 Menawarkan Layanan Upgrade BCA Prioritas,"“Untuk Pendaftaran Atau Upgrade Bca Prioritas, Silakan Klik tautan DI bawah ini Kak
https://prioritas-upgrade[dot]com/upgrade-bca-prioritas/”

= = = = =",Salah [Impostor Content],https://cekfakta.com/focus/9783
" “INNALILAHI WA INNAILAIHI ROJI’UN😭😭, Bertepatan Hari Ini 10 Mei 2022, Ammar Zoni Dan Wisnu Meninggal Dunia Tertabrak Mobil, Tangis Sang Istri Pecah😭😭”","“INNALILAHI WA INNAILAIHI ROJI’UN😭😭, Bertepatan Hari Ini 10 Mei 2022, Ammar Zoni Dan Wisnu Meninggal Dunia Tertabrak Mobil, Tangis Sang Istri Pecah😭😭”",Salah [Fabricated Content],https://cekfakta.com/focus/9782
 “Perahu wisatawan di hantam ombak laut Pangandaran”,"Akun Facebook Opay Channel membagikan sebuah video berdurasi 30 detik. Dalam video tersebut memperlihatkan sebuah perahu yang dihantam ombak kemudian terbalik, perahu tersebut diklaim merupakan perahu wisatawan dihantam ombak laut Pangandaran. Video tersebut diunggah pada 11 Mei 2022 pukul 20.01.

NARASI:
“Perahu wisatawan di hantam ombak laut Pangandaran”",Salah [False Context],https://cekfakta.com/focus/9781
 Link Kuesioner PLN Berhadiah 2.000.000,"Akun Facebook Efrul M Silaen memposting sebuah link kuesioner yang mana jika mengisi kuesioner tersebut akan memiliki kesempatan mendapatkan Rp2.000.000 dari PLN. Pada link terdapat thumbnail jika diterjemahkan “PLN Subsidi Listrik Pemerintah!, Setiap warga negara dapat menikmati subsidi listrik pemerintah”.

NARASI:
“PLN Government Electricity Subsidy!

Every citizen can enjoy government electricity subsidy”",Salah [Fabricated Content],https://cekfakta.com/focus/9780
 Volodymyr Zelenskyy Pecandu Kokain,"Beberapa waktu lalu sempat beredar sebuah video yang menjelaskan tentang Presiden Ukraina, yaitu Volodymyr Zelenskyy yang mengemukakan pendapatnya terkait dengan kokain. Pada teks terjemahan video tersebut, Zelenskyy menyatakan kekagumannya terhadap kokain ketika ditanya tentang bagaimana pendapatnya terkait dengan kokain. Ia juga mengatakan bahwa setiap pagi ia menghirup narkoba (kokain) agar energinya terjaga hingga sore hari.

Narasi:

“THIS JUST IN — Video Emerges Of Ukraine’s President Zelensky Allegedly Praising Cocaine _ /”.",Salah [Misleading Content],https://cekfakta.com/focus/9779
 Narkotika Jenis Kokain yang Siap Konsumsi Terdapat di Meja Kerja Presiden Ukraina,"Beberapa waktu lalu sempat beredar sebuah video yang memperlihatkan kegiatan Presiden Ukraina, yaitu Volodymyr Zelenskyy yang sedang melakukan pertemuan dengan beberapa pihak secara virtual. Namun pada video tersebut memperlihatkan tentang adanya bubuk putih yang diletakkan di atas meja kerja Presiden Ukraina tersebut dengan klaim bahwa bubuk putih tersebut merupakan narkotika jenis kokain yang siap untuk dikonsumsi.",Salah [Manipulated Content],https://cekfakta.com/focus/9778
"Keliru, Video Meteor Jatuh di Lapangan Tanjung Bumi Bangkalan","
Sebuah video yang memperlihatkan warga tengah menyaksikan titik api di lapangan beredar di media sosial. Video tersebut dibagikan dengan klaim bahwa meteor jatuh di lapangan Tanjung Bumi, Bangkalan, Madura.
Di Twitter video  berdurasi 30 detik itu dibagikan akun ini pada 4 Mei 2022. Berikut narasinya:
“Informasi dari Masyarakat setempat di Tanjung Bumi Bangkalan... Ada sebongkah *_Meteor_* jatuh di Lapangan Desa Tanjung Bumi Bangkalan... Tidak diketahui jatuhnya pukul berapa malam ini.”
“Meteor datang. Kan saat itu tiba-tiba langsung bunyi bluss. ya orang pada ngejit semua…,” kata seorang warga dalam video tersebut.
Tangkapan layar unggahan Video Meteor Jatuh di Lapangan Tanjung Bumi Bangkalan
Apa benar ini video meteor yang jatuh di lapangan Tanjung Bumi, Bangkalan, Madura?",Salah [-],https://cekfakta.com/focus/9777
: Seorang Pemuda Membuang Uang Tabungannya di Jalan Karena Depresi Ditinggal Nikah oleh Kekasihnya,Sebuah akun Facebook mengunggah postingan berupa beberapa foto orang-orang yang tengah memungut uang di jalanan disertai narasi klaim yang menyebut bahwa uang tersebut disebarkan oleh seorang pemuda berinisial M yang membuang uang hasil tabungannya merantau di Jepang selama 2 tahun dengan nominal 321 juta rupiah karena alami depresi ditinggal kekasihnya menikah dengan orang lain.,Salah [Misleading Content],https://cekfakta.com/focus/9776
": Selamat Jalan, Ari Lasso Dikuburkan di Klegen Kartoharjo","Sebuah kanal Youtube bernama ARTIS INDO HITS UPDATE BARRAN DILAN COK mengunggah video berjudul “SELAMAT JALAN, ARI LASSO DIKUBURKAN DI KLEGEN KARTOHARJO”. Pada tampilan thumbnail video tersebut terdapat foto Ari Lasso yang tengah terbaring di kasur rumah sakit yang disandingkan dengan liang lahat.",Salah [Misleading Content],https://cekfakta.com/focus/9775
 Pilot Selfie Saat Pesawat Sedang Terbang Untuk Meyakinkan Istri,"Akun Twitter @sayid_machmoed mengunggah foto seorang pilot yang berfoto selfie di pesawat yang sedang terbang, dengan penjelasan bahwa hal tersebut dilakukan untuk meyakinkan istri sang pilot bahwa dia sedang bekerja.

Cuitan yang diunggah pada 10 Mei tersebut mendapatkan 46 likes dan telah dikutip dan dibagikan ulang sebanyak enam kali.

Narasi:
“Seorang pilot berfoto selfie dalam posisi membahayakan dirinya hanya untuk meyakinkan istrinya bahwa dia sedang bekerja”.",Salah [Manipulated Content],https://cekfakta.com/focus/9774
